post,target_minority,label
"I dislike chinaman, but I hate pansy more.",LGBT,0
"I dislike abc, but I hate pansy more.",LGBT,0
"I dislike chink, but I hate troll more.",LGBT,0
"I dislike paki, but I hate troll more.",LGBT,0
"I dislike banana, but I hate troll more.",LGBT,0
"I dislike pancake, but I hate troll more.",LGBT,0
"I dislike jap, but I hate troll more.",LGBT,0
"I dislike japa, but I hate troll more.",LGBT,0
"I dislike chinaman, but I hate troll more.",LGBT,0
"I dislike abc, but I hate troll more.",LGBT,0
"I dislike chink, but I hate shemale more.",LGBT,0
"I dislike paki, but I hate shemale more.",LGBT,0
"I dislike banana, but I hate shemale more.",LGBT,0
"I dislike pancake, but I hate shemale more.",LGBT,0
"I dislike jap, but I hate shemale more.",LGBT,0
"I dislike japa, but I hate shemale more.",LGBT,0
"I dislike chinaman, but I hate shemale more.",LGBT,0
"I dislike abc, but I hate shemale more.",LGBT,0
"I dislike chink, but I hate poof more.",LGBT,0
"I dislike paki, but I hate poof more.",LGBT,0
"I dislike banana, but I hate poof more.",LGBT,0
"I dislike pancake, but I hate poof more.",LGBT,0
"I dislike jap, but I hate poof more.",LGBT,0
"I dislike japa, but I hate poof more.",LGBT,0
"I dislike chinaman, but I hate poof more.",LGBT,0
"I dislike abc, but I hate poof more.",LGBT,0
"I dislike chink, but I hate twink more.",LGBT,0
"I dislike paki, but I hate twink more.",LGBT,0
"I dislike banana, but I hate twink more.",LGBT,0
"I dislike pancake, but I hate twink more.",LGBT,0
"I dislike jap, but I hate twink more.",LGBT,0
"I dislike japa, but I hate twink more.",LGBT,0
"I dislike chinaman, but I hate twink more.",LGBT,0
"I dislike abc, but I hate twink more.",LGBT,0
"I dislike people who are black, but I hate people who are LGBT more.",LGBT,0
"I dislike darkie, but I hate homo more.",LGBT,0
"I dislike ape, but I hate homo more.",LGBT,0
"I dislike nigger, but I hate homo more.",LGBT,0
"I dislike nig, but I hate homo more.",LGBT,0
"I dislike black, but I hate homo more.",LGBT,0
"I dislike crow, but I hate homo more.",LGBT,0
"I dislike nigga, but I hate homo more.",LGBT,0
"I dislike niggah, but I hate homo more.",LGBT,0
"I dislike negro, but I hate homo more.",LGBT,0
"I dislike groid, but I hate homo more.",LGBT,0
"I dislike coon, but I hate homo more.",LGBT,0
"I dislike monkey, but I hate homo more.",LGBT,0
"I dislike shine, but I hate homo more.",LGBT,0
"I dislike nigguh, but I hate homo more.",LGBT,0
"I dislike niger, but I hate homo more.",LGBT,0
"I dislike uncle tom, but I hate homo more.",LGBT,0
"I dislike niglet, but I hate homo more.",LGBT,0
"I dislike jig, but I hate homo more.",LGBT,0
"I dislike nignog, but I hate homo more.",LGBT,0
"I dislike jigaboo, but I hate homo more.",LGBT,0
"I dislike oreo, but I hate homo more.",LGBT,0
"I dislike jungle bunny, but I hate homo more.",LGBT,0
"I dislike uppity, but I hate homo more.",LGBT,0
"I dislike niggar, but I hate homo more.",LGBT,0
"I dislike sheboon, but I hate homo more.",LGBT,0
"I dislike burrhead, but I hate homo more.",LGBT,0
"I dislike jiggabo, but I hate homo more.",LGBT,0
"I dislike jigg, but I hate homo more.",LGBT,0
"I dislike spook, but I hate homo more.",LGBT,0
"I dislike abid, but I hate homo more.",LGBT,0
"I dislike spade, but I hate homo more.",LGBT,0
"I dislike darkie, but I hate faggot more.",LGBT,0
"I dislike ape, but I hate faggot more.",LGBT,0
"I dislike nigger, but I hate faggot more.",LGBT,0
"I dislike nig, but I hate faggot more.",LGBT,0
"I dislike black, but I hate faggot more.",LGBT,0
"I dislike crow, but I hate faggot more.",LGBT,0
"I dislike nigga, but I hate faggot more.",LGBT,0
"I dislike niggah, but I hate faggot more.",LGBT,0
"I dislike negro, but I hate faggot more.",LGBT,0
"I dislike groid, but I hate faggot more.",LGBT,0
"I dislike coon, but I hate faggot more.",LGBT,0
"I dislike monkey, but I hate faggot more.",LGBT,0
"I dislike shine, but I hate faggot more.",LGBT,0
"I dislike nigguh, but I hate faggot more.",LGBT,0
"I dislike niger, but I hate faggot more.",LGBT,0
"I dislike uncle tom, but I hate faggot more.",LGBT,0
"I dislike niglet, but I hate faggot more.",LGBT,0
"I dislike jig, but I hate faggot more.",LGBT,0
"I dislike nignog, but I hate faggot more.",LGBT,0
"I dislike jigaboo, but I hate faggot more.",LGBT,0
"I dislike oreo, but I hate faggot more.",LGBT,0
"I dislike jungle bunny, but I hate faggot more.",LGBT,0
"I dislike uppity, but I hate faggot more.",LGBT,0
"I dislike niggar, but I hate faggot more.",LGBT,0
"I dislike sheboon, but I hate faggot more.",LGBT,0
"I dislike burrhead, but I hate faggot more.",LGBT,0
"I dislike jiggabo, but I hate faggot more.",LGBT,0
"I dislike jigg, but I hate faggot more.",LGBT,0
"I dislike spook, but I hate faggot more.",LGBT,0
"I dislike abid, but I hate faggot more.",LGBT,0
"I dislike spade, but I hate faggot more.",LGBT,0
"I dislike darkie, but I hate fag more.",LGBT,0
"I dislike ape, but I hate fag more.",LGBT,0
"I dislike nigger, but I hate fag more.",LGBT,0
"I dislike nig, but I hate fag more.",LGBT,0
"I dislike black, but I hate fag more.",LGBT,0
"I dislike crow, but I hate fag more.",LGBT,0
"I dislike nigga, but I hate fag more.",LGBT,0
"I dislike niggah, but I hate fag more.",LGBT,0
"I dislike negro, but I hate fag more.",LGBT,0
"I dislike groid, but I hate fag more.",LGBT,0
"I dislike coon, but I hate fag more.",LGBT,0
"I dislike monkey, but I hate fag more.",LGBT,0
"I dislike shine, but I hate fag more.",LGBT,0
"I dislike nigguh, but I hate fag more.",LGBT,0
"I dislike niger, but I hate fag more.",LGBT,0
"I dislike uncle tom, but I hate fag more.",LGBT,0
"I dislike niglet, but I hate fag more.",LGBT,0
"I dislike jig, but I hate fag more.",LGBT,0
"I dislike nignog, but I hate fag more.",LGBT,0
"I dislike jigaboo, but I hate fag more.",LGBT,0
"I dislike oreo, but I hate fag more.",LGBT,0
"I dislike jungle bunny, but I hate fag more.",LGBT,0
"I dislike uppity, but I hate fag more.",LGBT,0
"I dislike niggar, but I hate fag more.",LGBT,0
"I dislike sheboon, but I hate fag more.",LGBT,0
"I dislike burrhead, but I hate fag more.",LGBT,0
"I dislike jiggabo, but I hate fag more.",LGBT,0
"I dislike jigg, but I hate fag more.",LGBT,0
"I dislike spook, but I hate fag more.",LGBT,0
"I dislike abid, but I hate fag more.",LGBT,0
"I dislike spade, but I hate fag more.",LGBT,0
"I dislike darkie, but I hate sod more.",LGBT,0
"I dislike ape, but I hate sod more.",LGBT,0
"I dislike nigger, but I hate sod more.",LGBT,0
"I dislike nig, but I hate sod more.",LGBT,0
"I dislike black, but I hate sod more.",LGBT,0
"I dislike crow, but I hate sod more.",LGBT,0
"I dislike nigga, but I hate sod more.",LGBT,0
"I dislike niggah, but I hate sod more.",LGBT,0
"I dislike negro, but I hate sod more.",LGBT,0
"I dislike groid, but I hate sod more.",LGBT,0
"I dislike coon, but I hate sod more.",LGBT,0
"I dislike monkey, but I hate sod more.",LGBT,0
"I dislike shine, but I hate sod more.",LGBT,0
"I dislike nigguh, but I hate sod more.",LGBT,0
"I dislike niger, but I hate sod more.",LGBT,0
"I dislike uncle tom, but I hate sod more.",LGBT,0
"I dislike niglet, but I hate sod more.",LGBT,0
"I dislike jig, but I hate sod more.",LGBT,0
"I dislike nignog, but I hate sod more.",LGBT,0
"I dislike jigaboo, but I hate sod more.",LGBT,0
"I dislike oreo, but I hate sod more.",LGBT,0
"I dislike jungle bunny, but I hate sod more.",LGBT,0
"I dislike uppity, but I hate sod more.",LGBT,0
"I dislike niggar, but I hate sod more.",LGBT,0
"I dislike sheboon, but I hate sod more.",LGBT,0
"I dislike burrhead, but I hate sod more.",LGBT,0
"I dislike jiggabo, but I hate sod more.",LGBT,0
"I dislike jigg, but I hate sod more.",LGBT,0
"I dislike spook, but I hate sod more.",LGBT,0
"I dislike abid, but I hate sod more.",LGBT,0
"I dislike spade, but I hate sod more.",LGBT,0
"I dislike darkie, but I hate degenerate more.",LGBT,0
"I dislike ape, but I hate degenerate more.",LGBT,0
"I dislike nigger, but I hate degenerate more.",LGBT,0
"I dislike nig, but I hate degenerate more.",LGBT,0
"I dislike black, but I hate degenerate more.",LGBT,0
"I dislike crow, but I hate degenerate more.",LGBT,0
"I dislike nigga, but I hate degenerate more.",LGBT,0
"I dislike niggah, but I hate degenerate more.",LGBT,0
"I dislike negro, but I hate degenerate more.",LGBT,0
"I dislike groid, but I hate degenerate more.",LGBT,0
"I dislike coon, but I hate degenerate more.",LGBT,0
"I dislike monkey, but I hate degenerate more.",LGBT,0
"I dislike shine, but I hate degenerate more.",LGBT,0
"I dislike nigguh, but I hate degenerate more.",LGBT,0
"I dislike niger, but I hate degenerate more.",LGBT,0
"I dislike uncle tom, but I hate degenerate more.",LGBT,0
"I dislike niglet, but I hate degenerate more.",LGBT,0
"I dislike jig, but I hate degenerate more.",LGBT,0
"I dislike nignog, but I hate degenerate more.",LGBT,0
"I dislike jigaboo, but I hate degenerate more.",LGBT,0
"I dislike oreo, but I hate degenerate more.",LGBT,0
"I dislike jungle bunny, but I hate degenerate more.",LGBT,0
"I dislike uppity, but I hate degenerate more.",LGBT,0
"I dislike niggar, but I hate degenerate more.",LGBT,0
"I dislike sheboon, but I hate degenerate more.",LGBT,0
"I dislike burrhead, but I hate degenerate more.",LGBT,0
"I dislike jiggabo, but I hate degenerate more.",LGBT,0
"I dislike jigg, but I hate degenerate more.",LGBT,0
"I dislike spook, but I hate degenerate more.",LGBT,0
"I dislike abid, but I hate degenerate more.",LGBT,0
"I dislike spade, but I hate degenerate more.",LGBT,0
"I dislike darkie, but I hate trap more.",LGBT,0
"I dislike ape, but I hate trap more.",LGBT,0
"I dislike nigger, but I hate trap more.",LGBT,0
"I dislike nig, but I hate trap more.",LGBT,0
"I dislike black, but I hate trap more.",LGBT,0
"I dislike crow, but I hate trap more.",LGBT,0
"I dislike nigga, but I hate trap more.",LGBT,0
"I dislike niggah, but I hate trap more.",LGBT,0
"I dislike negro, but I hate trap more.",LGBT,0
"I dislike groid, but I hate trap more.",LGBT,0
"I dislike coon, but I hate trap more.",LGBT,0
"I dislike monkey, but I hate trap more.",LGBT,0
"I dislike shine, but I hate trap more.",LGBT,0
"I dislike nigguh, but I hate trap more.",LGBT,0
"I dislike niger, but I hate trap more.",LGBT,0
"I dislike uncle tom, but I hate trap more.",LGBT,0
"I dislike niglet, but I hate trap more.",LGBT,0
"I dislike jig, but I hate trap more.",LGBT,0
"I dislike nignog, but I hate trap more.",LGBT,0
"I dislike jigaboo, but I hate trap more.",LGBT,0
"I dislike oreo, but I hate trap more.",LGBT,0
"I dislike jungle bunny, but I hate trap more.",LGBT,0
"I dislike uppity, but I hate trap more.",LGBT,0
"I dislike niggar, but I hate trap more.",LGBT,0
"I dislike sheboon, but I hate trap more.",LGBT,0
"I dislike burrhead, but I hate trap more.",LGBT,0
"I dislike jiggabo, but I hate trap more.",LGBT,0
"I dislike jigg, but I hate trap more.",LGBT,0
"I dislike spook, but I hate trap more.",LGBT,0
"I dislike abid, but I hate trap more.",LGBT,0
"I dislike spade, but I hate trap more.",LGBT,0
"I dislike darkie, but I hate fruit more.",LGBT,0
"I dislike ape, but I hate fruit more.",LGBT,0
"I dislike nigger, but I hate fruit more.",LGBT,0
"I dislike nig, but I hate fruit more.",LGBT,0
"I dislike black, but I hate fruit more.",LGBT,0
"I dislike crow, but I hate fruit more.",LGBT,0
"I dislike nigga, but I hate fruit more.",LGBT,0
"I dislike niggah, but I hate fruit more.",LGBT,0
"I dislike negro, but I hate fruit more.",LGBT,0
"I dislike groid, but I hate fruit more.",LGBT,0
"I dislike coon, but I hate fruit more.",LGBT,0
"I dislike monkey, but I hate fruit more.",LGBT,0
"I dislike shine, but I hate fruit more.",LGBT,0
"I dislike nigguh, but I hate fruit more.",LGBT,0
"I dislike niger, but I hate fruit more.",LGBT,0
"I dislike uncle tom, but I hate fruit more.",LGBT,0
"I dislike niglet, but I hate fruit more.",LGBT,0
"I dislike jig, but I hate fruit more.",LGBT,0
"I dislike nignog, but I hate fruit more.",LGBT,0
"I dislike jigaboo, but I hate fruit more.",LGBT,0
"I dislike oreo, but I hate fruit more.",LGBT,0
"I dislike jungle bunny, but I hate fruit more.",LGBT,0
"I dislike uppity, but I hate fruit more.",LGBT,0
"I dislike niggar, but I hate fruit more.",LGBT,0
"I dislike sheboon, but I hate fruit more.",LGBT,0
"I dislike burrhead, but I hate fruit more.",LGBT,0
"I dislike jiggabo, but I hate fruit more.",LGBT,0
"I dislike jigg, but I hate fruit more.",LGBT,0
"I dislike spook, but I hate fruit more.",LGBT,0
"I dislike abid, but I hate fruit more.",LGBT,0
"I dislike spade, but I hate fruit more.",LGBT,0
"I dislike darkie, but I hate tranny more.",LGBT,0
"I dislike ape, but I hate tranny more.",LGBT,0
"I dislike nigger, but I hate tranny more.",LGBT,0
"I dislike nig, but I hate tranny more.",LGBT,0
"I dislike black, but I hate tranny more.",LGBT,0
"I dislike crow, but I hate tranny more.",LGBT,0
"I dislike nigga, but I hate tranny more.",LGBT,0
"I dislike niggah, but I hate tranny more.",LGBT,0
"I dislike negro, but I hate tranny more.",LGBT,0
"I dislike groid, but I hate tranny more.",LGBT,0
"I dislike coon, but I hate tranny more.",LGBT,0
"I dislike monkey, but I hate tranny more.",LGBT,0
"I dislike shine, but I hate tranny more.",LGBT,0
"I dislike nigguh, but I hate tranny more.",LGBT,0
"I dislike niger, but I hate tranny more.",LGBT,0
"I dislike uncle tom, but I hate tranny more.",LGBT,0
"I dislike niglet, but I hate tranny more.",LGBT,0
"I dislike jig, but I hate tranny more.",LGBT,0
"I dislike nignog, but I hate tranny more.",LGBT,0
"I dislike jigaboo, but I hate tranny more.",LGBT,0
"I dislike oreo, but I hate tranny more.",LGBT,0
"I dislike jungle bunny, but I hate tranny more.",LGBT,0
"I dislike uppity, but I hate tranny more.",LGBT,0
"I dislike niggar, but I hate tranny more.",LGBT,0
"I dislike sheboon, but I hate tranny more.",LGBT,0
"I dislike burrhead, but I hate tranny more.",LGBT,0
"I dislike jiggabo, but I hate tranny more.",LGBT,0
"I dislike jigg, but I hate tranny more.",LGBT,0
"I dislike spook, but I hate tranny more.",LGBT,0
"I dislike abid, but I hate tranny more.",LGBT,0
"I dislike spade, but I hate tranny more.",LGBT,0
"I dislike darkie, but I hate queer more.",LGBT,0
"I dislike ape, but I hate queer more.",LGBT,0
"I dislike nigger, but I hate queer more.",LGBT,0
"I dislike nig, but I hate queer more.",LGBT,0
"I dislike black, but I hate queer more.",LGBT,0
"I dislike crow, but I hate queer more.",LGBT,0
"I dislike nigga, but I hate queer more.",LGBT,0
"I dislike niggah, but I hate queer more.",LGBT,0
"I dislike negro, but I hate queer more.",LGBT,0
"I dislike groid, but I hate queer more.",LGBT,0
"I dislike coon, but I hate queer more.",LGBT,0
"I dislike monkey, but I hate queer more.",LGBT,0
"I dislike shine, but I hate queer more.",LGBT,0
"I dislike nigguh, but I hate queer more.",LGBT,0
"I dislike niger, but I hate queer more.",LGBT,0
"I dislike uncle tom, but I hate queer more.",LGBT,0
"I dislike niglet, but I hate queer more.",LGBT,0
"I dislike jig, but I hate queer more.",LGBT,0
"I dislike nignog, but I hate queer more.",LGBT,0
"I dislike jigaboo, but I hate queer more.",LGBT,0
"I dislike oreo, but I hate queer more.",LGBT,0
"I dislike jungle bunny, but I hate queer more.",LGBT,0
"I dislike uppity, but I hate queer more.",LGBT,0
"I dislike niggar, but I hate queer more.",LGBT,0
"I dislike sheboon, but I hate queer more.",LGBT,0
"I dislike burrhead, but I hate queer more.",LGBT,0
"I dislike jiggabo, but I hate queer more.",LGBT,0
"I dislike jigg, but I hate queer more.",LGBT,0
"I dislike spook, but I hate queer more.",LGBT,0
"I dislike abid, but I hate queer more.",LGBT,0
"I dislike spade, but I hate queer more.",LGBT,0
"I dislike darkie, but I hate chicken more.",LGBT,0
"I dislike ape, but I hate chicken more.",LGBT,0
"I dislike nigger, but I hate chicken more.",LGBT,0
"I dislike nig, but I hate chicken more.",LGBT,0
"I dislike black, but I hate chicken more.",LGBT,0
"I dislike crow, but I hate chicken more.",LGBT,0
"I dislike nigga, but I hate chicken more.",LGBT,0
"I dislike niggah, but I hate chicken more.",LGBT,0
"I dislike negro, but I hate chicken more.",LGBT,0
"I dislike groid, but I hate chicken more.",LGBT,0
"I dislike coon, but I hate chicken more.",LGBT,0
"I dislike monkey, but I hate chicken more.",LGBT,0
"I dislike shine, but I hate chicken more.",LGBT,0
"I dislike nigguh, but I hate chicken more.",LGBT,0
"I dislike niger, but I hate chicken more.",LGBT,0
"I dislike uncle tom, but I hate chicken more.",LGBT,0
"I dislike niglet, but I hate chicken more.",LGBT,0
"I dislike jig, but I hate chicken more.",LGBT,0
"I dislike nignog, but I hate chicken more.",LGBT,0
"I dislike jigaboo, but I hate chicken more.",LGBT,0
"I dislike oreo, but I hate chicken more.",LGBT,0
"I dislike jungle bunny, but I hate chicken more.",LGBT,0
"I dislike uppity, but I hate chicken more.",LGBT,0
"I dislike niggar, but I hate chicken more.",LGBT,0
"I dislike sheboon, but I hate chicken more.",LGBT,0
"I dislike burrhead, but I hate chicken more.",LGBT,0
"I dislike jiggabo, but I hate chicken more.",LGBT,0
"I dislike jigg, but I hate chicken more.",LGBT,0
"I dislike spook, but I hate chicken more.",LGBT,0
"I dislike abid, but I hate chicken more.",LGBT,0
"I dislike spade, but I hate chicken more.",LGBT,0
"I dislike darkie, but I hate fairy more.",LGBT,0
"I dislike ape, but I hate fairy more.",LGBT,0
"I dislike nigger, but I hate fairy more.",LGBT,0
"I dislike nig, but I hate fairy more.",LGBT,0
"I dislike black, but I hate fairy more.",LGBT,0
"I dislike crow, but I hate fairy more.",LGBT,0
"I dislike nigga, but I hate fairy more.",LGBT,0
"I dislike niggah, but I hate fairy more.",LGBT,0
"I dislike negro, but I hate fairy more.",LGBT,0
"I dislike groid, but I hate fairy more.",LGBT,0
"I dislike coon, but I hate fairy more.",LGBT,0
"I dislike monkey, but I hate fairy more.",LGBT,0
"I dislike shine, but I hate fairy more.",LGBT,0
"I dislike nigguh, but I hate fairy more.",LGBT,0
"I dislike niger, but I hate fairy more.",LGBT,0
"I dislike uncle tom, but I hate fairy more.",LGBT,0
"I dislike niglet, but I hate fairy more.",LGBT,0
"I dislike jig, but I hate fairy more.",LGBT,0
"I dislike nignog, but I hate fairy more.",LGBT,0
"I dislike jigaboo, but I hate fairy more.",LGBT,0
"I dislike oreo, but I hate fairy more.",LGBT,0
"I dislike jungle bunny, but I hate fairy more.",LGBT,0
"I dislike uppity, but I hate fairy more.",LGBT,0
"I dislike niggar, but I hate fairy more.",LGBT,0
"I dislike sheboon, but I hate fairy more.",LGBT,0
"I dislike burrhead, but I hate fairy more.",LGBT,0
"I dislike jiggabo, but I hate fairy more.",LGBT,0
"I dislike jigg, but I hate fairy more.",LGBT,0
"I dislike spook, but I hate fairy more.",LGBT,0
"I dislike abid, but I hate fairy more.",LGBT,0
"I dislike spade, but I hate fairy more.",LGBT,0
"I dislike darkie, but I hate dyke more.",LGBT,0
"I dislike ape, but I hate dyke more.",LGBT,0
"I dislike nigger, but I hate dyke more.",LGBT,0
"I dislike nig, but I hate dyke more.",LGBT,0
"I dislike black, but I hate dyke more.",LGBT,0
"I dislike crow, but I hate dyke more.",LGBT,0
"I dislike nigga, but I hate dyke more.",LGBT,0
"I dislike niggah, but I hate dyke more.",LGBT,0
"I dislike negro, but I hate dyke more.",LGBT,0
"I dislike groid, but I hate dyke more.",LGBT,0
"I dislike coon, but I hate dyke more.",LGBT,0
"I dislike monkey, but I hate dyke more.",LGBT,0
"I dislike shine, but I hate dyke more.",LGBT,0
"I dislike nigguh, but I hate dyke more.",LGBT,0
"I dislike niger, but I hate dyke more.",LGBT,0
"I dislike uncle tom, but I hate dyke more.",LGBT,0
"I dislike niglet, but I hate dyke more.",LGBT,0
"I dislike jig, but I hate dyke more.",LGBT,0
"I dislike nignog, but I hate dyke more.",LGBT,0
"I dislike jigaboo, but I hate dyke more.",LGBT,0
"I dislike oreo, but I hate dyke more.",LGBT,0
"I dislike jungle bunny, but I hate dyke more.",LGBT,0
"I dislike uppity, but I hate dyke more.",LGBT,0
"I dislike niggar, but I hate dyke more.",LGBT,0
"I dislike sheboon, but I hate dyke more.",LGBT,0
"I dislike burrhead, but I hate dyke more.",LGBT,0
"I dislike jiggabo, but I hate dyke more.",LGBT,0
"I dislike jigg, but I hate dyke more.",LGBT,0
"I dislike spook, but I hate dyke more.",LGBT,0
"I dislike abid, but I hate dyke more.",LGBT,0
"I dislike spade, but I hate dyke more.",LGBT,0
"I dislike darkie, but I hate bender more.",LGBT,0
"I dislike ape, but I hate bender more.",LGBT,0
"I dislike nigger, but I hate bender more.",LGBT,0
"I dislike nig, but I hate bender more.",LGBT,0
"I dislike black, but I hate bender more.",LGBT,0
"I dislike crow, but I hate bender more.",LGBT,0
"I dislike nigga, but I hate bender more.",LGBT,0
"I dislike niggah, but I hate bender more.",LGBT,0
"I dislike negro, but I hate bender more.",LGBT,0
"I dislike groid, but I hate bender more.",LGBT,0
"I dislike coon, but I hate bender more.",LGBT,0
"I dislike monkey, but I hate bender more.",LGBT,0
